Order,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft_),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft_),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft_),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Site EUI (kBtu/ft_),Weather Normalized Site EUI (kBtu/ft_),Weather Normalized Site Electricity Intensity (kWh/ft_),Weather Normalized Site Natural Gas Intensity (therms/ft_),Weather Normalized Source EUI (kBtu/ft_),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft_),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft_),Source EUI (kBtu/ft_),Release Date,Water Required?,DOF Benchmarking Submission Status
N/A,2831261,WHITMAN,4474067,WHITMAN/INGERSOLL CAMPUS,3020400001;3020410001,3020400001;3020410001,3335245;3335246;3335247;3335249;3335250;3335251;3335252;3335253;3335254;3335255;3335256;3335257;3335258;3335259;3335261;3335262;3345021,131 CUMBERLAND WALK,Not Available,11205,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1349100,Not Available,Not Available,Not Available,Not Available,1944,1,100,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7299707.2,74498,Not Available,Not Available,Not Available,387.7,Not Available,1349100,Not Available,Not Available,Not Available,6/2/17 11:13 AM,,
N/A,2831262,WHITMAN/INGERSOLL,4474067,WHITMAN/INGERSOLL CAMPUS,3020400001;3020410001;3020340001;3020500001,3020400001;3020410001;3020340001;3020500001,3335245;3335246;3335247;3335249;3335250;3335251;3335252;3335253;3335254;3335255;3335256;3335257;3335258;3335259;3335261;3335262;3345021;3257034;3257035;3257036;3257037;3257038;3257039;3257040;3257041;3257042;3257043;3257045;3257046;3335228;3335229;3335230;3335231;3335232;3335233;3340606;3345032;3345036,131 CUMBERLAND WALK,Not Available,11205,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,2870100,Not Available,Not Available,Not Available,Not Available,1944,1,100,Whole Building,Not Available,100,23.1,22.6,6.6,Not Available,70.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66428461,19000247.3,6164.5,0,6164.5,2870100,Not Available,Not Available,72.7,6/2/17 11:13 AM,N/A,N/A
N/A,3129939,WHITMAN/WHITMAN CHILD CENTER,4474067,WHITMAN/INGERSOLL CAMPUS,3020400001;3020410001,3020400001;3020410001,3335245;3335246;3335247;3335249;3335250;3335251;3335252;3335253;3335254;3335255;3335256;3335257;3335258;3335259;3335261;3335262;3345021,131 CUMBERLAND WALK,Not Available,11205,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1349100,Not Available,Not Available,Not Available,Not Available,1944,1,100,Whole Building,Not Available,85,120.1,130.2,Not Available,1.1,135.8,Not Available,26656357.9,Not Available,Not Available,Not Available,Not Available,135340536.6,1458978.9,Not Available,Not Available,9166.7,9166.7,0,1349100,Not Available,Not Available,125.3,6/2/17 11:13 AM,N/A,N/A
N/A,4474071,BETANCES II/BETANCES III CAMPUS,4474071,BETANCES II/BETANCES III CAMPUS,2022710001;2022710020;2022810010;2025680012;2022820057,2022710001;2022710020;2022810010;2025680012;2022820057,2091293;2000264;2091008;2118035;2000102;2091291;2091292;2091009;2090997;2090998,443 EAST 137TH STREET,Not Available,10454,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,326720,Not Available,Not Available,Not Available,Not Available,1973,9,100,Whole Building,Not Available,10,124,Not Available,8.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31351324.9,Not Available,9156095.8,2643781.1,2514.9,1665.2,849.7,326720,Not Available,Not Available,188.8,6/2/17 10:45 AM,N/A,N/A
N/A,2830954,BETANCES II,4474071,BETANCES II/BETANCES III CAMPUS,2022710001;2022810010;2022820057;2025680012,2022710001;2022810010;2022820057;2025680012,2091293;2000264;2091008;2118035;2000102,443 EAST 137TH STREET,Not Available,10454,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,233370,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,1,119.7,Not Available,8.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,21095794.3,Not Available,6842768.1,1976304.7,1755.5,1120.5,635,233370,Not Available,Not Available,187,6/2/17 10:45 AM,N/A,N/A
N/A,2830955,BETANCES III,4474071,BETANCES II/BETANCES III CAMPUS,2022710020;2022810010;2025680012,2022710020;2022810010;2025680012,2091291;2091292;2091009;2090997;2090998,427 SAINT ANNS AVENUE,Not Available,10454,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,93350,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,3,78.4,82.4,7,0.6,136.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5008669.8,54620.5,2313327.7,654729.4,480.7,266,214.7,93350,Not Available,Not Available,134.2,6/2/17 10:45 AM,N/A,N/A
N/A,3128086,BETANCES II/BETANCES III,4474071,BETANCES II/BETANCES III CAMPUS,2022710001;2022820057;2022710020;2022810010;2025680012;2022870135;2022910050;2022720005;2022720038;2022910023,2022710001;2022820057;2022710020;2022810010;2025680012;2022870135;2022910050;2022720005;2022720038;2022910023,2091293;2000264;2091008;2118035;2000102;2091291;2091292;2091009;2090997;2090998;2000103;2000433;2000513;2090711;2091071;2091087;2093912;2093913;2090712;2090713;2091070;2091085;2091092;2093909,443 EAST 137TH STREET,Not Available,10454,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,326720,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,100,38.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12504260.1,Not Available,Not Available,Not Available,664.2,664.2,0,326720,Not Available,Not Available,40.2,6/2/17 10:45 AM,N/A,N/A
N/A,4474076,BETANCES IV/BETANCES V CAMPUS,4474076,BETANCES IV/BETANCES V CAMPUS,2022720005;2022720038;2022870135;2022910023;2022910050,2022720005;2022720038;2022870135;2022910023;2022910050,2000103;2000433;2000513;2090711;2091071;2091087;2093912;2093913;2090712;2090713;2091070;2091085;2091092;2093909,480 EAST 143RD STREET,Not Available,10454,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,440900,Not Available,Not Available,Not Available,Not Available,1973,14,100,Whole Building,Not Available,6,145.6,Not Available,8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51728770.9,Not Available,12463870.5,3540965.1,3904.2,2747.6,1156.6,440900,Not Available,Not Available,212,6/2/17 10:45 AM,N/A,N/A
N/A,2830956,BETANCES IV,4474076,BETANCES IV/BETANCES V CAMPUS,2022720005;2022720038;2022870135;2022910023;2022910050,2022720005;2022720038;2022870135;2022910023;2022910050,2000103;2000433;2000513;2090711;2091071;2091087;2093912;2093913,480 EAST 143RD STREET,Not Available,10454,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,335010,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,4,147.2,Not Available,8.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39101578.1,Not Available,10203377.1,2898683.8,3023.7,2076.9,946.9,335010,Not Available,Not Available,218.2,6/2/17 10:45 AM,N/A,N/A
N/A,2830957,BETANCES V,4474076,BETANCES IV/BETANCES V CAMPUS,2022720005;2022720038;2022910023,2022720005;2022720038;2022910023,2090712;2090713;2091070;2091085;2091092;2093909,521 EAST 146TH STREET,Not Available,10455,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,105890,Not Available,Not Available,Not Available,Not Available,1974,1,100,Whole Building,Not Available,17,140.6,Not Available,6.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12627192.8,Not Available,2260493.4,641929.6,880.5,670.7,209.8,105890,Not Available,Not Available,192.2,6/2/17 10:45 AM,N/A,N/A
N/A,4479068,UNITY PLAZA (ALL SITES)/LONG ISLAND BAPTIST HOUSES CAMPUS,4479068,UNITY PLAZA (ALL SITES)/LONG ISLAND BAPTIST HOUSES CAMPUS,3037680018;3037870001;3037670036;3037690030;3037700001;3037840001;3037850015;3037870005,3037680018;3037870001;3037670036;3037690030;3037700001;3037840001;3037850015;3037870005,3328033;3328034;3328050;3328051;3084282;3084284;3328036;3328035;3328048;3328049;3336125;3336124;3084439,360 WILLIAMS AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,944590,Not Available,Not Available,Not Available,Not Available,1973,12,100,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,1.1,Not Available,Not Available,703524,Not Available,Not Available,Not Available,Not Available,95462193.8,1005608.7,Not Available,Not Available,Not Available,5122.7,Not Available,944590,Not Available,Not Available,Not Available,6/2/17 11:13 AM,N/A,N/A
N/A,2831097,LONG ISLAND BAPTIST HOUSES,4479068,UNITY PLAZA (ALL SITES)/LONG ISLAND BAPTIST HOUSES CAMPUS,3037670036;3037680018;3037870001,3037670036;3037680018;3037870001,3084282;3328033;3328034;3328050;3328051,550 SUTTER AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,253750,Not Available,Not Available,Not Available,Not Available,1981,1,100,Whole Building,Not Available,99,35.3,Not Available,Not Available,0.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3974722,42494.5,4980537.4,Not Available,673.3,211.1,462.2,253750,Not Available,Not Available,78.1,6/2/17 3:37 PM,N/A,N/A
N/A,2831227,UNITY PLAZA (SITES 04-27),4479068,UNITY PLAZA (ALL SITES)/LONG ISLAND BAPTIST HOUSES CAMPUS,3037840001;3037850015;3037870005,3037840001;3037850015;3037870005,3084439;3328048;3328049;3336124;3336125,360 WILLIAMS AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,504240,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,1,211.9,220.7,9.3,1.9,298.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90469808.5,952473,16391012.5,4706087.8,6326.4,4805.3,1521.1,504240,Not Available,Not Available,290.5,6/2/17 11:13 AM,N/A,N/A
N/A,2831228,"UNITY PLAZA (SITES 17,24,25A)",4479068,UNITY PLAZA (ALL SITES)/LONG ISLAND BAPTIST HOUSES CAMPUS,3037690030;3037700001,3037690030;3037700001,3084284;3328035;3328036,340 GEORGIA AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,186600,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,92,34.5,34.1,8.4,0.1,95.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1017663.4,10450.5,5415431.3,1561189,556.6,54.1,502.6,186600,Not Available,Not Available,96.9,6/2/17 11:13 AM,N/A,N/A
N/A,3128124,UNITY PLAZA (ALL SITES)/LONG ISLAND BAPTIST HOUSES,4479068,UNITY PLAZA (ALL SITES)/LONG ISLAND BAPTIST HOUSES CAMPUS,3037840001;3037850015;3037870005;3037690030;3037700001;3037670036;3037680018;3037870001,3037840001;3037850015;3037870005;3037690030;3037700001;3037670036;3037680018;3037870001,3084284;3328035;3328036;3084439;3328048;3328049;3336124;3336125;3084282;3328033;3328034;3328050;3328051,360 WILLIAMS AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,944590,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,100,0.7,0.7,Not Available,0,0.8,Not Available,703524,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,52.2,52.2,0,944590,Not Available,Not Available,0.8,6/2/17 11:13 AM,N/A,N/A
N/A,4496675,Pelican: 1780 Grand Concourse (Parent),4496675,Pelican: 1780 Grand Concourse (Parent),2027950014; 2027950007,2-02795-0014; 2-02795-0007,2094520; 2094521;2007406,"1780 GRAND CONCOURSE,BRONX10457",Not Available,10457,Not Available,Not Available,Not Available,Not Available,Office,Office,Office,307122,Not Available,Not Available,Not Available,Not Available,1917,3,100,Whole Building,Not Available,Not Available,37.6,38.7,7.5,0.1,94,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3369699.8,40414.8,8190086.2,2299640.9,939,179,760,307122,Not Available,Not Available,95.3,4/26/17 4:49 PM,N/A,N/A
N/A,4519552,THROGGS NECK/THROGGS NECK ADDITION CAMPUS,4519552,THROGGS NECK/THROGGS NECK ADDITION CAMPUS,2055640001;2055670001;2055820001,2055640001;2055670001;2055820001,2091468;2091469;2091471;2091472;2091473;2091474;2091475;2091476;2091477;2091478;2091479;2091480;2091482;2091483;2091484;2091485;2091486;2091487;2093883;2093884;2093885;2093886;2093887;2093888;2093889;2093890;2093891;2093892;2093893;2112983;2112984;2091467;2091470;2091481;2091488,2731 SAMPSON AVENUE,Not Available,10465,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1682250,Not Available,Not Available,Not Available,Not Available,1953,35,100,Whole Building,Not Available,19,113.1,122.3,7.2,0.7,179,Not Available,36229967.5,Not Available,Not Available,Not Available,Not Available,111772416.4,1246452.4,42276667.4,12154390,12548.6,8625.4,3923.3,1682250,Not Available,Not Available,170.4,6/2/17 11:13 AM,N/A,N/A
N/A,2831217,THROGGS NECK,4519552,THROGGS NECK/THROGGS NECK ADDITION CAMPUS,2055640001;2055670001;2055820001,2055640001;2055670001;2055820001,2091468;2091469;2091471;2091472;2091473;2091474;2091475;2091476;2091477;2091478;2091479;2091480;2091482;2091483;2091484;2091485;2091486;2091487;2093883;2093884;2093885;2093886;2093887;2093888;2093889;2093890;2093891;2093892;2093893;2112983;2112984,2731 SAMPSON AVENUE,Not Available,10465,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1284280,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Not Available,4,154.2,163.6,7.4,1,222.9,Not Available,55501533.2,Not Available,Not Available,Not Available,Not Available,109426328.5,1220734.8,33163260.9,9527438.4,13008.4,9930.9,3077.5,1284280,Not Available,Not Available,214.2,6/2/17 11:13 AM,N/A,N/A
N/A,2831218,THROGGS NECK ADDITION,4519552,THROGGS NECK/THROGGS NECK ADDITION CAMPUS,2055640001;2055670001,2055640001;2055670001,2091467;2091470;2091481;2091488,680 BALCOM AVENUE,Not Available,10465,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,397970,Not Available,Not Available,Not Available,Not Available,1971,1,100,Whole Building,Not Available,18,119.8,128,6.5,0.1,176.7,Not Available,36229967.5,Not Available,Not Available,Not Available,Not Available,2346087.9,25435.5,9113406.5,2578013.1,3658.9,2813.2,845.7,397970,Not Available,Not Available,170,6/2/17 11:13 AM,N/A,N/A
N/A,5010352,"1082_1334_1 LeFrak City Plaza, Queens-campus",5010352,"1082_1334_1 LeFrak City Plaza, Queens-campus",4019180001; 4019180025,4-01918-0001; 4-01918-0025,"4047310, , 4047312, 4827256, 4827257 ",59-17 Junction Bvd,Not Available,11373,Not Available,Not Available,Not Available,Not Available,Office,"Office, Parking, Retail Store",Office,449283,Parking,196256,Retail Store,67194,1970,2,85,Whole Building,Not Available,Not Available,104.9,99.5,14.2,0.5,205.5,Not Available,1050469.9,Not Available,Not Available,Not Available,Not Available,27878597.7,253464.4,25249216.4,7324902.7,3901.8,1558.7,2343.1,516477,9476.3,18.35,212.2,5/1/17 9:37 PM,N/A,N/A
N/A,5840361,NYLS-New York Law School,5840361,NYLS-New York Law School,1001760018; 1001760001; 1001760004,1001760018; 1001760001; 1001760004,1001967; 1001957; 1001958; 1001959,185 West Broadway ,Not Available,10013,Not Available,Not Available,Not Available,Not Available,College/University,College/University,College/University,235000,Not Available,Not Available,Not Available,Not Available,2009,2,100,Whole Building,Whole Building,Not Available,103,105.6,18.3,Not Available,247.6,Not Available,Not Available,Not Available,Not Available,Not Available,9380784.8,Not Available,Not Available,14835716.9,4288965.4,1999.6,0,1999.6,235000,5206.9,22.16,246.3,4/28/17 9:58 AM,N/A,N/A
N/A,5877508,Longwood Residences LL84,5877508,Longwood Residences LL84,2027240101;2027240001;2027200093,2-02724-0101;2-02724-0001;2-02720-0093,2005771;2099788;2005769;2099787;2005737,"940 Simpson street , 941 Simpson Street,","940 Fox Street, 999 E 163rd St",10459,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,223986,Not Available,Not Available,Not Available,Not Available,1908,3,100,Whole Building,Another configuration,87,71.7,76.6,4.4,0.6,111.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12635071.7,138030.3,3420523.2,981014.8,988.5,671.1,317.4,223986,323449.4,1444.06,107.2,5/1/17 7:58 PM,N/A,N/A
