NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
,,,,,,,PLASTERERS SHOP
3769,30340A GEORGIA AVENUE,,11207,"UNITY PLAZA (SITES 17,24,25A)",UNITY PLAZA,5,
3770,,1611 BLAKE AVENUE,11207,"UNITY PLAZA (SITES 17,24,25A)",UNITY PLAZA,,5CARPENTERS SHOP/ EXTERMINATOR
,,,,,,,SHOP/ MAINTENANCE SHOP/
,,,,,,,GROUND SHOP/ PLUMBERS SHOP/
,,,,,,,STOREROOM APPLIANCE STORAGE
3770,,1333 GEORGIA AVENUE,11207,"UNITY PLAZA (SITES 17,24,25A)",UNITY PLAZA,,5CONTRACTOR PAINT SHOP/ NYCHA
,,,,,,,PAINT STORAGE ROOM
3777,,1376 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3777,,1374 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3777,,1370 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE
3777,,1372 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16MAINTENANCE SHOP/ STOREROOM,
3777,,1422 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16ROOFTOP LEASE LOCATION/,
,,,,,,,GLAZIERS SHOP
3777,,1418 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3777,,1420 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3777,,1392 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16COMMUNITY CENTER,
3777,,1393 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16BOILER/ X-SHOP/ BRICKLAYERS,
,,,,,,,SHOP/ ELEVATOR SHOP
3777,,1431 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3777,,1433 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3777,,1429 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16PLUMBERS SHOP,
3777,,1563 MOTHER GASTON,11212,VAN DYKE I,VAN DYKE I,16PLASTERERS SHOP,
,,BOULEVARD,,,,,
3777,,1565 MOTHER GASTON,11212,VAN DYKE I,VAN DYKE I,16PAINT SHOP/ GROUNDS SHOP/,
,,BOULEVARD,,,,,EXTERMINATOR SHOP
3777,,1330 POWELL STREET,11212,VAN DYKE I,VAN DYKE I,16,
3780,,1365 POWELL STREET,11212,WOODSON,WOODSON,16CARETAKER X-SHOP/ CLASS,
,,,,,,,STORAGE ROOM
3780,,1367 POWELL STREET,11212,WOODSON,WOODSON,16,
3784,,1545 DUMONT AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3784,,1380 WILLIAMS AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3784,,1360 WILLIAMS AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3784,,1410 WILLIAMS AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3784,,1400 WILLIAMS AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3785,15570 BLAKE AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3785,15560 BLAKE AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3785,15576 BLAKE AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,,5COMMUNITY CENTER
3785,15590 BLAKE AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3785,15578 BLAKE AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,,5DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
3785,15580 BLAKE AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3785,15390A GEORGIA AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,,5ELEAVATOR SERVICE WAREHOUSE
3785,15390 GEORGIA AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3785,15371 WILLIAMS AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,,5BOILER
3785,15375 WILLIAMS AVENUE,,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,,5HPT REPAIR SHOP
3787,,1398 SHEFFIELD AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,
3787,,1430 SHEFFIELD AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,
3787,,1428 SHEFFIELD AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,
3787,,5391 GEORGIA AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,361
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
3787,,5405 GEORGIA AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,
3794,,1412 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16PLAYGROUND (MANAGED BY NYC,
,,,,,,,DEPARTMENT OF PARKS &
,,,,,,,RECREATION)
3794,,1392 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3794,,1394 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3794,,1430 DUMONT AVENUE,11212,VAN DYKE II,WOODSON,16SENIOR CENTER,
3794,,1395 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16ROOFTOP LEASE LOCATION,
3794,,1381 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16NYPD VIPER/ CCTV UNIT/COMMUNITY,
,,,,,,,OPERATIONS SPACE
3794,,1383 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3794,,1361 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3794,,1345 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16,
3797,,1460 DUMONT AVENUE,11212,WOODSON,WOODSON,16SENIOR CENTER,
3797,,1433 POWELL STREET,11212,WOODSON,WOODSON,16PLAYGROUND (MANAGED BY NYC,
,,,,,,,DEPARTMENT OF PARKS &
,,,,,,,RECREATION)
3797,,1393 POWELL STREET,11212,WOODSON,WOODSON,16BOILER,
3797,,1395 POWELL STREET,11212,WOODSON,WOODSON,16SECONDARY STOREROOM,
3797,,1397 POWELL STREET,11212,WOODSON,WOODSON,16MAINTENANCE SHOP,
3797,,1399 POWELL STREET,11212,WOODSON,WOODSON,16,
3797,,1403 POWELL STREET,11212,WOODSON,WOODSON,16DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE (UNDER CONSTRUCTION)/
,,,,,,,LAUNDRY ROOM/ ROOFTOP LEASE
,,,,,,,LOCATION
3874,,7733 SNEDIKER AVENUE,11207,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP V),,,
3874,,7733 SNEDIKER AVENUE,11207,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP V),,,
3874,,7733 SNEDIKER AVENUE,11207,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP V),,,
3874,,7733 SNEDIKER AVENUE,11207,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP V),,,
3993,,12211 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,
3993,,12215 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,
3993,,12221 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,
3993,,12219 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,
4029,,1455 BARBEY STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,,5BOILER
4029,,1459 BARBEY STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,5,
4029,,1463 BARBEY STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,5,
4029,,1610 BELMONT AVENUE,11207,BELMONT-SUTTER AREA,BOULEVARD,,5BOILER
4029,,1616 BELMONT AVENUE,11207,BELMONT-SUTTER AREA,BOULEVARD,5,
4029,,1418 JEROME STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,,5BOILER
4029,,1422 JEROME STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,5,
4029,,1426 JEROME STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,5,
4055,12305 ATKINS AVENUE,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4055,12305 ATKINS AVENUE,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4055,12305 ATKINS AVENUE,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4055,12305 ATKINS AVENUE,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4070,16359 BERRIMAN STREET,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4070,16359 BERRIMAN STREET,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4070,19353 BERRIMAN STREET,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4070,19353 BERRIMAN STREET,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4070,21349 BERRIMAN STREET,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4070,21349 BERRIMAN STREET,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4070,24341 BERRIMAN STREET,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4070,24341 BERRIMAN STREET,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4263,40336 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4263,40338 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4263,40340 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4263,40342 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4263,40344 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,362
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
4263,40346 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4263,40348 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,,5BOILER
4292,61600 EUCLID AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
4292,61610 EUCLID AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5DEVELOPMENT MAINTENANCE
,,,,,,,OFFICE
4292,61710 EUCLID AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61720 EUCLID AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5DAY CARE CENTER
4292,61700 EUCLID AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61740 EUCLID AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61730 EUCLID AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61495 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61475 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5COMMUNITY CENTER / SENIOR
,,,,,,,CENTER
4292,61485 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61525 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5ROOFTOP LEASE LOCATION
4292,61515 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61315 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61305 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61345 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61325 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5TENANT ASSOCIATION ROOM
4292,61335 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61375 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61365 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5BOILER
4292,61395 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61385 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61455 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5GROUNDS EQUIPTMENT STORAGE
4292,61465 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5COMMUNITY OPERATIONS SPACE
4292,61435 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,61445 FOUNTAIN AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,612545 LINDEN BOULEVARD,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,612555 LINDEN BOULEVARD,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,612525 LINDEN BOULEVARD,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,612535 LINDEN BOULEVARD,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,611260 SUTTER AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5MAINTENANCE SHOP/ CARPENTERS
,,,,,,,SHOP/ GLAZIERS SHOP/ MAIN
,,,,,,,STOREROOM
4292,611266 SUTTER AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,611230 SUTTER AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,611220 SUTTER AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5PLUMBERS SHOP
4292,611250 SUTTER AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,611240 SUTTER AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,,5EXTERMINATOR SHOP/ X-SHOP/
,,,,,,,GROUNDS SHOP/ BULK STORAGE
,,,,,,,SHOP/ PLASTERERS SHOP/
,,,,,,,BRICKLAYERS SHOP/ NYCHA PAINT
,,,,,,,SHOP/ ELEVATOR SHOP/
,,,,,,,CONTRACTOR PAINT SHOP
4292,611200 SUTTER AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4292,611210 SUTTER AVENUE,,11208,CYPRESS HILLS,CYPRESS HILLS,5,
4355,,1842 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,,5HEATING DEPOT STOREROOM
4355,,1854 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,,5LAUNDRY ROOM
4355,,1830 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,
4355,,1804 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,
4355,,1812 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,,5DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
4355,,1828 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,,5DEVELOPMENT MAINTENANCE
,,,,,,,OFFICE
4355,,1816 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,,5BROOKLYN BOROUGH
,,,,,,,MANAGEMENT OFFICE/ CONTRACT
,,,,,,,ADMINISTRATION FIELD OFFICE
4355,,12150 LINDEN BOULEVARD,11207,BOULEVARD,BOULEVARD,,5DAY CARE CENTER
4355,,12156 LINDEN BOULEVARD,11207,BOULEVARD,BOULEVARD,5,
4355,,12202 LINDEN BOULEVARD,11207,BOULEVARD,BOULEVARD,,5ROOFTOP LEASE LOCATION
4355,,1785 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4355,,1797 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4355,,1817 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4355,,1829 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4355,,1807 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4355,,1773 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,
4355,,1725 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,
4355,,1765 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,
4369,,1875 PENNSYLVANIA AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,,5BOILER/ ROOFTOP LEASE LOCATION
,,,AVENUE,,,,
4369,,1877 PENNSYLVANIA AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,,5GROUNDS SHOP
,,,AVENUE,,,,
4369,,1879 PENNSYLVANIA AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,,5GLAZIERS SHOP/ X-SHOP
,,,AVENUE,,,,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,363
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
4369,,1881 PENNSYLVANIA AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,,5BRICK LAYERS SHOP
,,,AVENUE,,,,
4369,,1895 PENNSYLVANIA AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,,5COMMUNITY CENTER / SENIOR
,,,AVENUE,,,,CENTER
4369,,1520 STANLEY AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,5,
,,,AVENUE,,,,
4369,,1530 STANLEY AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,,5PUBLIC SCHOOL #4
,,,AVENUE,,,,
4369,,1920 VERMONT STREET,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,,5CARPENTERS SHOP
,,,AVENUE,,,,
4369,,1155 WORTMAN AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN,PENNSYLVANIA-WORTMAN,,5MAINTENANCE SHOP
,,,AVENUE,,,,
4371,,1570 STANLEY AVENUE,11207,LINDEN,LINDEN,,5BRICKLAYERS SHOP
4371,,1580 STANLEY AVENUE,11207,LINDEN,LINDEN,5,
4371,,1630 STANLEY AVENUE,11207,LINDEN,LINDEN,5,
4371,,1640 STANLEY AVENUE,11207,LINDEN,LINDEN,5,
4371,,1912 VAN SICLEN AVENUE,11207,LINDEN,LINDEN,,5MAINTENANCE AREA/ PAINT SHOPS
,,,,,,,A AND B - NYCHA PAINT SHOP/
,,,,,,,EXTERMINATOR STOREROOM
4371,,1914 VAN SICLEN AVENUE,11207,LINDEN,LINDEN,,5DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
4371,,1243 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,
4371,,1245 WORTMAN AVENUE,11207,LINDEN,LINDEN,,5CARPENTERS SHOP
4371,,1247 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,
4371,,1225 WORTMAN AVENUE,11207,LINDEN,LINDEN,,5PLASTERERS SECONDARY SHOP
4371,,1215 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,
4371,,1183 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,
4371,,1185 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,
4371,,1187 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,
4375,50696 STANLEY AVENUE,,11207,LINDEN,LINDEN,,5BOILER (ALSO SERVES BOULEVARD)
4375,50670 STANLEY AVENUE,,11207,LINDEN,LINDEN,,5GARAGE
4377,,1872 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,
4377,,1884 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,
4377,,1908 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,
4377,,1920 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,
4377,,1845 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1857 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1881 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1893 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1726 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,,5COMMUNITY CENTER
4377,,1738 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1740 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1756 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1758 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1772 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,,5DEVELOPMENT SKILLED TRADES
,,,,,,,SHOP
4377,,1359 WORTMAN AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1357 WORTMAN AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1363 WORTMAN AVENUE,11207,BOULEVARD,BOULEVARD,5,
4377,,1361 WORTMAN AVENUE,11207,BOULEVARD,BOULEVARD,5,
4393,,1245 COZINE AVENUE,11207,LINDEN,LINDEN,5,
4393,,1213 COZINE AVENUE,11207,LINDEN,LINDEN,5,
4393,,1215 COZINE AVENUE,11207,LINDEN,LINDEN,,5REFRIGERATOR STORAGE ROOM
4393,,1217 COZINE AVENUE,11207,LINDEN,LINDEN,5,
4393,,1195 COZINE AVENUE,11207,LINDEN,LINDEN,5,
4393,,1190 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,
4393,,1240 WORTMAN AVENUE,11207,LINDEN,LINDEN,,5PLASTERERS SHOP
4393,,1250 WORTMAN AVENUE,11207,LINDEN,LINDEN,,5ROOFTOP LEASE LOCATION
4393,,1180 WORTMAN AVENUE,11207,LINDEN,LINDEN,,5ELEVATOR SHOP
4397,,1295 COZINE AVENUE,11207,LINDEN,LINDEN,,5GLAZIERS STORAGE
4397,,1285 COZINE AVENUE,11207,LINDEN,LINDEN,,5ELEVATOR SERVICE AREA #14/ SALT
,,,,,,,AND SAND ROOM
4397,,1270 WORTMAN AVENUE,11207,LINDEN,LINDEN,,5PLUMBERS SHOP/ GROUNDS SHOP/
,,,,,,,GLAZIERS SHOP
4397,,1300 WORTMAN AVENUE,11207,LINDEN,LINDEN,,5NYPD HOUSING BUREAU PATROL
,,,,,,,SUPERVISORS / CONSTRUCTION
,,,,,,,FIELD OFFICE
4431,100 17 VANDALIA AVENUE,,11239,VANDALIA AVENUE,PENNSYLVANIA-WORTMAN,,5DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE/ LAUNDRY ROOM/ ROOFTOP
,,,,,,,LEASE LOCATION
4431,100 77 VANDALIA AVENUE,,11239,VANDALIA AVENUE,PENNSYLVANIA-WORTMAN,,5ROOFTOP LEASE LOCATION
4431,100 47 VANDALIA AVENUE,,11239,VANDALIA AVENUE,PENNSYLVANIA-WORTMAN,,5SENIOR CENTER/ BOILER/
,,,,,,,STOREROOM/ BULK STORAGE ROOM
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,364
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
4454,30458 ATKINS AVENUE,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4454,30458 ATKINS AVENUE,,11208,FHA REPOSSESSED HOUSES,BAISLEY PARK,5,
,,,,(GROUP IX),,,
4458,35460 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4458,35462 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4458,35464 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4458,35466 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4458,35468 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4458,35470 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,,5BOILER
4458,351087 HEGEMAN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,,5BOILER
4458,351085 HEGEMAN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4480,,41052 HEGEMAN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4480,,41056 HEGEMAN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4480,,41058 HEGEMAN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4480,,41060 HEGEMAN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4480,,41062 HEGEMAN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4480,,41064 HEGEMAN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,,5BOILER
4480,,4768 LOGAN STREET,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,,5BOILER
4480,,4770 LOGAN STREET,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4480,,4772 LOGAN STREET,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4480,,4776 LOGAN STREET,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4481,,41078 HEGEMAN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,,5BOILER
4481,,41080 HEGEMAN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4481,16504 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,,5BOILER
4481,16508 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4481,16510 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4481,16514 FOUNTAIN AVENUE,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
