Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 09/19  21:00:00,38.6106531734,3.96121715823,0.0,0.0,9.17985065927,19.4245,36.7345400459,0.104397936604,25.0491,11.5810421093
 09/19  22:00:00,38.5761613251,3.96121715823,0.0,0.0,9.17985065927,19.4245,32.7465937129,6.79690689371,16.6994,9.2502868192
 09/19  23:00:00,39.3163025467,3.96121715823,0.0,0.0,9.17985065927,19.4245,29.6907686755,15.5738698646,8.3497,5.76719881091
 09/19  24:00:00,22.5899047483,3.96121715823,0.0,0.0,4.58992532963,8.1892,35.6865741332,28.3072809845,3.33988,4.03941314871
 09/20  01:00:00,14.8008603236,0.0,0.0,0.0,1.52997510988,7.4902,3.93195265168,0.0,3.33988,0.592072651675
 09/20  02:00:00,14.8272768548,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/20  03:00:00,14.8344256105,0.0,0.0,0.0,1.52997510988,7.4902,3.93193268772,0.0,3.33988,0.592052687725
 09/20  04:00:00,14.9796558724,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/20  05:00:00,22.6861050882,3.96121715823,0.0,0.0,4.58992532963,8.1892,50.6137484272,41.671989807,8.3497,0.592058620163
 09/20  06:00:00,36.5315869546,3.96121715823,0.0126484969821,0.0,9.17985065927,19.4245,53.6209367524,34.0334052031,16.6994,2.88813154927
 09/20  07:00:00,41.8991476449,3.96121715823,0.019470777617,0.0,9.17985065927,26.9147,59.685439359,21.8850196604,25.0491,12.7513196986
 09/20  08:00:00,41.9141647061,3.96121715823,0.0,0.0,9.17985065927,26.9147,60.6299538116,15.647613883,33.3988,11.5835399287
 09/20  09:00:00,34.4507914753,3.96121715823,0.0,0.0,9.17985065927,19.4245,44.970336068,10.0917283133,25.0491,9.82950775473
 09/20  10:00:00,41.9606715911,3.96121715823,0.00181932059477,0.0,9.17985065927,26.9147,56.5704952714,6.15507781904,41.7485,8.66691745241
 09/20  11:00:00,42.7003036848,3.96121715823,0.00384367083874,0.0,9.17985065927,26.9147,51.0008999264,0.0,41.7485,9.25239992643
 09/20  12:00:00,42.3542242095,3.96121715823,0.302600154491,0.0,9.17985065927,26.9147,50.4152456826,0.0,41.7485,8.66674568257
 09/20  13:00:00,34.5326816672,3.96121715823,0.0,0.0,9.17985065927,19.4245,40.9044255638,0.0,33.3988,7.50562556383
 09/20  14:00:00,34.5352727304,3.96121715823,0.0,0.0,9.17985065927,19.4245,31.4519965958,0.0549805476286,25.0491,6.34791604818
 09/20  15:00:00,34.5214548574,3.96121715823,0.0,0.0,9.17985065927,19.4245,40.3379269344,0.0156318323641,33.3988,6.92349510208
 09/20  16:00:00,42.0170413464,3.96121715823,0.0665336419691,0.0,9.17985065927,26.9147,56.4468194397,0.0,50.0982,6.34861943969
 09/20  17:00:00,42.5332533158,3.96121715823,0.572155393247,0.0,9.17985065927,26.9147,58.7645005502,0.0,50.0982,8.66630055021
 09/20  18:00:00,44.0760701329,3.96121715823,1.05443060421,0.0,9.17985065927,26.9147,61.6800486873,0.0,50.0982,11.5818486873
 09/20  19:00:00,39.21468901,3.96121715823,0.350061161838,0.0,9.17985065927,19.4245,46.1490803312,0.0,33.3988,12.7502803312
 09/20  20:00:00,38.967723887,3.96121715823,0.115375052825,0.0,9.17985065927,19.4245,43.8136226585,0.0,33.3988,10.4148226585
 09/20  21:00:00,38.7673399164,3.96121715823,0.0,0.0,9.17985065927,19.4245,36.6888942208,0.0560152529737,25.0491,11.5837789678
 09/20  22:00:00,38.6404075383,3.96121715823,0.0,0.0,9.17985065927,19.4245,26.6084258685,0.0807794156906,16.6994,9.82824645279
 09/20  23:00:00,39.4019630088,3.96121715823,0.0,0.0,9.17985065927,19.4245,13.7371797717,0.195536092383,8.3497,5.1919436793
 09/20  24:00:00,22.6905708566,3.96121715823,0.0,0.0,4.58992532963,8.1892,13.0667959556,5.11355572814,3.33988,4.61336022742
 09/21  01:00:00,14.9109210442,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/21  02:00:00,14.9450020209,0.0,0.0,0.0,1.52997510988,7.4902,3.93192956238,0.0,3.33988,0.592049562377
 09/21  03:00:00,14.9564913395,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/21  04:00:00,15.1249171285,0.0,0.0,0.0,1.52997510988,7.4902,3.93193550159,0.0,3.33988,0.59205550159
 09/21  05:00:00,22.8343737638,3.96121715823,0.0,0.0,4.58992532963,8.1892,14.7721234952,6.40242349522,8.3497,0.02
 09/21  06:00:00,37.7532063757,3.96121715823,0.0285937621705,0.0,9.17985065927,19.4245,20.6673816628,0.506839048946,16.6994,3.46114261383
 09/21  07:00:00,42.0768374602,3.96121715823,0.0439510988521,0.0,9.17985065927,26.9147,37.821510272,0.0211887097713,25.0491,12.7512215622
 09/21  08:00:00,42.1272885964,3.96121715823,0.056863652745,0.0,9.17985065927,26.9147,44.9798209948,0.0,33.3988,11.5810209948
 09/21  09:00:00,34.5953782577,3.96121715823,0.0,0.0,9.17985065927,19.4245,34.894202075,0.0178092071596,25.0491,9.82729286781
 09/21  10:00:00,42.7410625114,3.96121715823,0.644439247395,0.0,9.17985065927,26.9147,50.4149177131,0.0,41.7485,8.66641771308
 09/21  11:00:00,45.1977134076,3.96121715823,2.37339214114,0.0,9.17985065927,26.9147,50.9996629775,0.0,41.7485,9.25116297748
 09/21  12:00:00,47.2571773712,3.96121715823,5.07637540734,0.0,9.17985065927,26.9147,50.4151443562,0.0,41.7485,8.66664435625
 09/21  13:00:00,38.9189378711,3.96121715823,4.29339007979,0.0,9.17985065927,19.4245,40.9048944895,0.0,33.3988,7.50609448951
 09/21  14:00:00,37.3295685069,3.96121715823,2.70201344335,0.0,9.17985065927,19.4245,31.396609429,0.0,25.0491,6.34750942899
 09/21  15:00:00,36.2691909628,3.96121715823,1.64152822141,0.0,9.17985065927,19.4245,40.3233000467,0.0,33.3988,6.92450004672
 09/21  16:00:00,45.2905369681,3.96121715823,3.17219987294,0.0,9.17985065927,26.9147,56.4466233941,0.0,50.0982,6.34842339409
 09/21  17:00:00,46.8213395546,3.96121715823,4.74101279212,0.0,9.17985065927,26.9147,58.7642086616,0.0,50.0982,8.66600866158
 09/21  18:00:00,49.616142393,3.96121715823,6.49919189624,0.0,9.17985065927,26.9147,61.6824987783,0.0,50.0982,11.5842987783
 09/21  19:00:00,44.0825070421,3.96121715823,5.10810206155,0.0,9.17985065927,19.4245,46.1506482892,0.0,33.3988,12.7518482892
 09/21  20:00:00,44.0036802662,3.96121715823,5.03873062108,0.0,9.17985065927,19.4245,43.8135396727,0.0,33.3988,10.4147396727
 09/21  21:00:00,42.2187399371,3.96121715823,3.33768646982,0.0,9.17985065927,19.4245,37.2114759771,0.0,25.0491,12.1623759771
 09/21  22:00:00,41.1064457637,3.96121715823,2.34771747038,0.0,9.17985065927,19.4245,25.9492018727,0.0,16.6994,9.24980187266
