Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/18  15:00:00,1425.18054722,129.305134255,485.512621752,0.0,243.2593065,302.612436532,193.733569169,110.567090255,56.6466996096,26.5197793047
 07/18  16:00:00,1435.62634495,134.509508195,484.106751937,0.0,243.2593065,310.10971186,206.024802318,94.6510657236,84.9700494144,26.4036871799
 07/18  17:00:00,1442.46782675,141.07287304,484.386878492,0.0,243.2593065,310.10971186,180.790426308,78.3644689914,84.9700494144,17.4559079024
 07/18  18:00:00,1135.85882921,96.4632693683,487.946543194,0.0,166.938926447,199.110933808,206.488113248,104.10823413,84.9700494144,17.4098297038
 07/18  19:00:00,1130.63323127,96.4632693683,490.267361133,0.0,166.938926447,191.61365848,199.62848644,134.268797324,56.6466996096,8.71298950627
 07/18  20:00:00,995.810041711,96.4632693683,481.263017244,0.0,100.150657288,124.558693486,272.179565408,198.125094056,56.6466996096,17.4077717429
 07/18  21:00:00,954.760385655,96.4632693683,477.899366741,0.0,100.150657288,124.558693486,272.170060923,220.9886813,42.4850247072,8.69635491653
 07/18  22:00:00,886.792739435,96.4632693683,477.762223771,0.0,46.0930336215,124.558693486,293.692693101,248.000807798,28.3233498048,17.3685354981
 07/18  23:00:00,884.853411684,96.4632693683,476.584775006,0.0,46.0930336215,124.558693486,293.93647088,271.080443155,14.1616749024,8.69435282276
 07/18  24:00:00,869.571068651,96.4632693683,475.655237322,0.0,46.0930336215,113.312780494,318.354544773,303.995459997,5.66466996096,8.69441481469
 07/19  01:00:00,867.917595799,96.4632693683,474.915814233,0.0,46.0930336215,113.312780494,352.387185513,329.353703743,5.66466996096,17.3688118091
 07/19  02:00:00,874.433091312,96.4632693683,480.334176238,0.0,46.0930336215,113.312780494,373.941513804,359.582418926,5.66466996096,8.69442491701
 07/19  03:00:00,890.824106993,96.4632693683,494.78674075,0.0,46.0930336215,113.312780494,391.163554312,376.804423482,5.66466996096,8.69446086826
 07/19  04:00:00,987.998424719,96.4632693683,500.659180209,0.0,100.150657288,148.969399434,384.184941755,361.151226533,5.66466996096,17.3690452607
 07/19  05:00:00,981.23231898,98.9287892594,497.840550578,0.0,100.150657288,149.894399434,489.03933597,466.183067564,14.1616749024,8.69459350377
 07/19  06:00:00,1194.68663145,105.220010822,484.734892054,0.0,176.471037341,302.612436532,373.027861192,336.009871865,28.3233498048,8.69463952203
 07/19  07:00:00,1314.07504416,110.360105537,476.501250972,0.0,243.2593065,310.10971186,351.03575944,282.309577615,42.4850247072,26.2411571181
 07/19  08:00:00,1364.81017074,113.324344985,478.673472487,0.0,243.2593065,310.10971186,282.872267046,208.651630196,56.6466996096,17.5739372399
 07/19  09:00:00,1412.47214962,119.043531073,484.236765703,0.0,243.2593065,302.612436532,235.385786758,157.664177729,42.4850247072,35.2365843225
 07/19  10:00:00,1433.87593223,130.205426284,485.975492405,0.0,243.2593065,310.10971186,197.420958493,100.047703522,70.808374512,26.564880459
 07/19  11:00:00,1448.29126153,143.950226857,485.619039799,0.0,243.2593065,310.10971186,161.972831237,55.7022137652,70.808374512,35.4622429594
 07/19  12:00:00,1413.50610705,151.159781934,485.346862546,0.0,243.2593065,310.10971186,131.260287513,33.9698511156,70.808374512,26.482061885
 07/19  13:00:00,1452.81980931,157.179074979,485.24625138,0.0,243.2593065,302.612436532,114.734215195,22.6212138628,56.6466996096,35.4663017229
 07/19  14:00:00,1459.20971482,163.627122368,485.145996743,0.0,243.2593065,302.612436532,91.875651353,13.9877009309,42.4850247072,35.4029257149
 07/19  15:00:00,1461.73548666,166.160635923,485.183959627,0.0,243.2593065,302.612436532,92.2464997308,9.08588815718,56.6466996096,26.5139119641
 07/19  16:00:00,1468.17793044,166.369213294,484.80096969,0.0,243.2593065,310.10971186,120.654690755,9.28097598358,84.9700494144,26.4036653571
